Air temperature,Process temperature,Rotational speed,Torque,Tool wear,class
297.7,308.9,1479.0,40.9,87.0,True
297.7,308.9,1516.0,33.7,92.0,False
,309.0,1507.0,38.2,94.0,False
297.8,309.0,1434.0,43.3,,False
297.7,,1838.0,27.3,99.0,False
297.6,,1416.0,45.9,101.0,False
,,1357.0,49.7,104.0,False
297.5,308.7,1697.0,,,False
,308.7,,46.2,110.0,False
297.5,308.7,1453.0,37.6,112.0,False
297.4,308.6,1439.0,46.4,,False
297.4,308.6,,36.2,116.0,False
297.4,308.6,1324.0,,118.0,False
297.4,,1420.0,45.8,120.0,True
297.4,308.7,,36.9,125.0,False
297.5,308.8,1477.0,39.0,127.0,False
297.4,308.8,1447.0,58.1,129.0,False
297.4,308.9,,23.8,,False
,308.9,1696.0,30.9,133.0,False
,308.9,1427.0,44.7,135.0,False
297.4,308.9,1500.0,,137.0,False
297.5,308.9,1390.0,44.6,140.0,False
297.4,308.8,1640.0,,142.0,False
297.4,,1628.0,37.4,144.0,False
297.3,308.6,1499.0,,147.0,True
297.4,308.7,1425.0,50.3,152.0,False
297.3,308.6,1586.0,37.7,,False
297.3,308.6,1471.0,,,False
297.3,308.6,1431.0,,160.0,False
297.2,308.6,1924.0,22.1,163.0,False
297.1,308.4,1421.0,42.0,165.0,False
297.0,,1305.0,54.6,168.0,True
,308.4,1557.0,32.4,173.0,False
,308.3,1555.0,38.2,175.0,False
296.9,,1474.0,39.2,177.0,True
,308.3,1506.0,45.9,182.0,False
296.9,,,,184.0,False
296.9,308.4,,46.9,186.0,False
296.9,308.3,1513.0,38.8,189.0,False
296.8,308.2,1643.0,34.7,191.0,False
296.8,308.2,1361.0,53.8,193.0,False
296.7,308.1,1450.0,40.9,195.0,False
296.7,,1451.0,50.7,,False
296.8,308.1,1289.0,62.0,199.0,False
296.8,,1356.0,48.3,201.0,False
296.7,,,46.3,203.0,True
296.6,308.0,1978.0,22.3,,False
296.7,308.0,,36.8,210.0,False
296.8,308.1,1843.0,24.2,212.0,False
296.9,308.1,1422.0,48.7,215.0,False
,308.0,1536.0,40.4,217.0,False
296.9,308.1,,,219.0,False
296.8,308.1,,,222.0,True
296.8,308.0,1584.0,40.4,227.0,False
,308.1,1555.0,33.7,229.0,False
296.8,308.0,,41.7,231.0,False
296.7,307.8,1537.0,36.3,233.0,False
296.7,307.8,1505.0,,236.0,False
,307.8,1646.0,34.6,238.0,False
,307.8,,60.5,,False
,307.8,1400.0,47.5,3.0,False
,307.9,1337.0,56.5,5.0,False
296.9,308.0,1332.0,53.9,7.0,False
296.8,308.0,1561.0,38.3,9.0,False
296.9,308.0,1546.0,31.1,11.0,False
296.9,308.0,,29.3,13.0,False
296.9,,1343.0,44.5,15.0,False
296.8,,1391.0,54.4,17.0,False
296.8,,,58.6,19.0,True
296.8,308.0,1453.0,51.0,24.0,True
296.8,308.0,1510.0,39.4,29.0,False
,307.9,,,31.0,False
296.7,307.8,1453.0,46.0,33.0,False
296.7,307.8,,39.2,35.0,False
296.7,307.8,1382.0,47.5,37.0,False
296.7,308.0,1580.0,32.2,39.0,False
296.8,,1666.0,29.8,41.0,False
296.9,308.0,1409.0,,,False
296.8,,1675.0,29.7,,False
296.8,307.9,1698.0,,48.0,False
296.7,307.9,1579.0,33.4,50.0,True
296.7,,1743.0,27.9,55.0,False
,308.0,1497.0,44.8,57.0,False
,308.1,1741.0,28.8,60.0,False
296.9,308.1,1435.0,,62.0,False
,308.1,1440.0,46.3,64.0,False
296.9,308.0,1641.0,33.3,67.0,False
296.8,307.9,1420.0,45.4,70.0,False
296.8,307.9,1611.0,35.4,72.0,False
,,,42.9,74.0,False
296.8,307.9,1683.0,31.8,76.0,False
296.9,,1547.0,32.6,79.0,True
296.9,307.8,1605.0,,,False
296.9,307.9,2010.0,18.9,86.0,False
296.8,307.7,1565.0,40.1,89.0,False
296.9,307.8,1828.0,,91.0,False
297.0,307.8,,34.1,94.0,False
297.0,307.9,1882.0,24.2,97.0,False
296.9,307.8,1285.0,52.1,100.0,False
296.9,307.8,1571.0,35.0,102.0,False
296.9,307.8,1549.0,37.8,104.0,True
296.9,307.8,1544.0,37.6,109.0,False
297.0,307.9,1412.0,47.4,112.0,False
297.0,,1422.0,53.0,115.0,False
297.0,,,22.8,118.0,False
,307.7,1424.0,43.3,120.0,False
296.9,307.6,1452.0,45.7,,False
296.9,307.7,,39.7,124.0,False
296.8,307.6,1588.0,,126.0,False
,,,44.4,,False
,307.6,,40.0,130.0,False
,,,45.9,,False
296.8,307.5,1516.0,,135.0,False
296.8,307.6,1434.0,48.3,138.0,False
,307.6,1368.0,52.0,140.0,False
296.8,307.6,1304.0,48.7,142.0,False
296.8,307.6,1398.0,46.7,144.0,False
296.7,307.6,1516.0,37.4,146.0,False
296.7,307.6,1474.0,,148.0,False
296.7,307.6,1547.0,34.7,150.0,False
296.6,307.5,1482.0,39.9,153.0,False
296.6,307.4,,42.8,156.0,False
296.6,307.3,1474.0,40.0,158.0,False
296.5,307.2,1481.0,38.2,160.0,False
296.5,307.3,1501.0,42.1,162.0,False
296.5,,,37.2,164.0,False
296.5,307.3,1579.0,34.5,166.0,False
296.6,307.4,1631.0,,168.0,False
296.6,307.4,1544.0,42.3,170.0,False
296.6,307.4,1521.0,38.6,173.0,False
,,,28.0,175.0,False
296.6,307.4,,50.2,177.0,True
296.7,,,32.5,182.0,False
296.6,307.4,1368.0,45.1,185.0,False
296.6,307.4,,47.8,187.0,False
296.6,,,41.5,189.0,True
296.5,307.4,1565.0,43.5,194.0,False
296.6,307.5,,37.9,197.0,False
296.6,307.5,,,199.0,False
296.6,307.5,1566.0,35.0,201.0,False
296.6,307.5,,42.7,204.0,False
296.5,307.5,1566.0,35.1,206.0,False
296.3,,1439.0,,208.0,False
296.4,307.4,,50.0,210.0,False
296.4,307.4,2833.0,5.6,213.0,False
296.3,307.4,1465.0,47.1,215.0,False
,,1586.0,35.5,0.0,True
296.3,307.3,1567.0,31.4,5.0,False
296.2,307.2,,48.6,,False
296.3,307.3,1368.0,49.5,,False
,307.3,,49.0,13.0,False
,307.3,1498.0,41.6,15.0,False
296.1,307.2,1615.0,30.8,18.0,False
296.1,307.1,,,,False
296.1,,1350.0,53.3,22.0,False
296.2,307.0,1516.0,37.6,25.0,False
296.2,,1542.0,40.6,,True
,306.9,1541.0,32.6,33.0,True
,306.9,1951.0,23.3,38.0,False
296.1,306.8,1645.0,31.0,41.0,True
296.0,306.7,1416.0,,46.0,False
296.0,306.7,2044.0,22.3,48.0,False
295.9,,1414.0,50.2,51.0,False
,,1678.0,,53.0,False
295.9,,1594.0,33.2,55.0,True
295.8,,1514.0,37.7,,False
295.8,306.5,1358.0,49.2,63.0,False
295.8,306.4,1325.0,56.2,65.0,False
295.8,,1339.0,53.2,67.0,False
295.8,306.4,1335.0,51.7,69.0,False
295.9,306.4,1892.0,21.7,72.0,False
295.9,306.4,1575.0,28.5,,False
295.8,306.3,1444.0,,76.0,False
295.7,306.3,1915.0,22.4,79.0,False
295.6,306.2,1584.0,,81.0,False
,306.3,1685.0,34.9,,False
295.8,306.3,1337.0,54.6,87.0,False
295.8,306.3,1235.0,76.2,89.0,False
,306.2,1464.0,46.2,92.0,False
,306.2,1739.0,,94.0,False
295.7,306.3,1490.0,,,False
295.8,306.4,,48.0,99.0,False
295.7,306.2,1397.0,52.0,101.0,False
295.7,306.2,,40.6,103.0,False
295.7,306.2,2161.0,16.5,105.0,True
295.6,306.1,1651.0,28.1,110.0,False
295.6,306.1,1389.0,46.2,113.0,False
295.6,306.0,,52.4,115.0,False
,306.1,1408.0,47.9,117.0,False
295.7,306.1,1343.0,54.4,119.0,False
295.7,306.2,1423.0,42.5,121.0,False
295.6,306.2,1426.0,48.6,,False
,306.2,1435.0,51.6,126.0,False
295.5,306.1,1573.0,35.1,129.0,False
295.6,306.2,,,,False
295.6,306.2,1446.0,,133.0,False
295.6,306.2,1329.0,,,True
295.6,306.2,1569.0,35.1,140.0,False
295.6,306.1,1256.0,,,True
295.6,,1383.0,48.7,147.0,False
295.7,306.2,2270.0,14.6,149.0,False
295.7,306.2,1458.0,49.8,151.0,True
,306.1,,41.2,,False
295.6,,,49.2,158.0,False
295.6,306.1,,29.0,161.0,False
,306.1,,24.3,164.0,False
295.5,306.0,1456.0,39.2,167.0,False
,306.0,1546.0,35.9,169.0,False
295.6,306.1,1490.0,,171.0,False
,306.0,,40.4,174.0,False
,,1621.0,29.5,176.0,False
295.4,305.9,1518.0,40.6,178.0,False
295.4,,,38.2,181.0,False
295.3,305.8,1589.0,36.2,184.0,False
,,,51.0,187.0,False
295.3,,1473.0,38.5,189.0,False
295.4,305.8,1407.0,50.7,192.0,False
295.5,305.9,1518.0,44.1,,False
295.5,305.9,1593.0,,197.0,True
295.5,305.9,1380.0,52.4,202.0,False
295.5,,1423.0,45.3,205.0,False
295.5,,1800.0,27.6,208.0,False
295.6,306.1,1623.0,30.9,210.0,True
,306.1,,55.6,215.0,False
295.6,306.0,1396.0,52.4,0.0,True
295.6,306.0,1949.0,21.9,5.0,False
,306.0,1419.0,51.1,7.0,False
295.5,305.9,1453.0,47.3,9.0,False
295.5,305.9,1542.0,36.2,12.0,False
295.6,306.0,1363.0,50.0,14.0,False
295.5,306.0,1597.0,37.2,16.0,False
,306.0,1326.0,50.8,18.0,False
295.5,,1641.0,36.6,21.0,False
295.6,,1418.0,46.2,24.0,False
,306.2,1263.0,,27.0,False
295.6,306.2,1823.0,25.8,29.0,False
295.5,306.1,1488.0,40.7,,False
295.6,306.2,,48.9,33.0,False
295.6,306.2,1650.0,28.2,,False
,,1462.0,44.3,,False
,,1477.0,45.0,40.0,False
295.7,,1712.0,28.5,43.0,False
295.7,,1347.0,50.4,46.0,False
295.6,306.2,1287.0,54.8,49.0,False
295.6,306.2,1428.0,44.5,,False
295.6,,1426.0,45.5,,False
295.6,306.3,1636.0,32.7,56.0,False
295.6,306.2,1424.0,42.5,58.0,False
,306.3,,,,True
295.5,306.2,1448.0,48.9,65.0,False
295.5,306.1,1650.0,32.8,67.0,False
295.6,306.2,1414.0,42.5,69.0,True
,306.3,,20.9,74.0,False
295.6,306.2,1632.0,32.2,76.0,True
295.7,306.4,1387.0,40.1,81.0,False
295.8,,1399.0,47.6,84.0,False
,,1505.0,35.2,,False
,,1534.0,37.9,88.0,False
295.8,306.5,1493.0,,,False
295.8,306.6,1480.0,43.2,92.0,False
295.8,306.6,1621.0,31.6,,False
295.7,306.5,1737.0,26.2,97.0,False
295.8,306.6,,,99.0,False
,306.5,1641.0,32.2,,False
295.9,306.6,1532.0,38.6,104.0,False
295.9,,1547.0,40.9,107.0,False
295.9,306.6,,,109.0,False
,306.5,1568.0,35.1,111.0,False
295.9,306.6,1557.0,41.1,113.0,False
295.8,306.6,1644.0,35.2,115.0,False
295.9,,1679.0,30.4,117.0,False
296.0,306.6,1511.0,35.2,119.0,False
,306.6,1628.0,36.8,121.0,False
296.0,306.6,1392.0,51.3,124.0,False
296.0,,1917.0,,127.0,False
,306.8,1526.0,42.3,129.0,False
296.2,306.8,1389.0,53.3,,False
,306.7,,,134.0,False
296.2,306.8,1655.0,31.1,,False
296.2,306.9,1516.0,39.1,,False
,306.9,1526.0,,,False
296.3,307.1,1419.0,48.6,142.0,False
296.4,307.2,1748.0,25.3,144.0,False
296.4,307.1,1638.0,,146.0,True
,307.1,1534.0,33.8,151.0,False
296.3,307.1,1774.0,,154.0,True
296.2,307.0,2119.0,18.3,159.0,False
,307.0,1414.0,48.3,,False
,307.0,1523.0,42.0,164.0,False
296.1,307.1,1651.0,35.7,167.0,False
296.1,307.1,1485.0,36.0,169.0,False
296.2,307.2,1168.0,63.4,,False
296.3,,1566.0,35.8,175.0,False
296.3,,1286.0,51.1,177.0,False
296.3,307.2,1446.0,,180.0,False
296.4,307.2,2071.0,19.4,183.0,False
296.3,,,33.2,186.0,False
296.3,307.1,1654.0,29.6,188.0,False
,,1662.0,32.9,,False
,,1646.0,35.0,192.0,False
296.2,307.1,1444.0,46.7,194.0,False
296.3,307.2,1424.0,42.0,,True
296.2,,1382.0,52.0,201.0,False
296.2,307.1,1413.0,53.4,,False
296.2,307.2,1633.0,31.1,,False
296.2,,1441.0,,,False
296.2,,,44.0,5.0,False
296.2,,1552.0,34.8,8.0,False
296.2,307.3,1451.0,42.8,11.0,False
,307.1,1433.0,38.5,,False
296.1,307.2,1619.0,29.7,17.0,False
296.2,307.2,1445.0,,20.0,False
296.2,307.2,1356.0,43.6,22.0,False
296.3,307.2,,,24.0,False
296.3,307.2,1637.0,,,False
296.3,307.2,1291.0,58.6,29.0,False
296.3,307.3,1398.0,52.7,31.0,False
296.3,307.3,1372.0,57.7,33.0,False
296.3,,1454.0,42.5,35.0,False
296.2,307.2,1515.0,36.5,38.0,False
296.2,307.3,1881.0,,40.0,False
296.2,,1711.0,29.9,42.0,False
296.2,,,37.0,44.0,False
,307.4,1512.0,36.8,46.0,False
,307.4,1335.0,,48.0,False
296.3,307.4,1472.0,39.9,51.0,False
296.2,307.3,1477.0,35.2,,False
296.3,307.4,1760.0,28.4,56.0,False
296.4,307.5,1549.0,36.1,58.0,False
296.3,307.4,1648.0,34.0,60.0,False
296.4,307.5,1556.0,38.0,,True
296.3,307.4,1958.0,,67.0,False
296.4,,1403.0,48.4,,False
296.4,,1684.0,31.4,72.0,False
296.4,307.5,1596.0,35.1,,True
,307.6,1498.0,41.1,80.0,False
296.7,307.7,1524.0,36.8,82.0,False
296.7,,1502.0,43.9,84.0,False
296.6,307.6,,25.1,86.0,False
296.6,307.6,1542.0,37.4,88.0,False
296.5,307.6,1431.0,45.2,90.0,False
296.5,307.6,1512.0,,92.0,False
296.4,307.5,1403.0,52.8,94.0,True
296.4,307.5,1331.0,47.8,99.0,False
296.6,307.7,1474.0,,101.0,False
,307.6,1607.0,33.5,104.0,False
296.5,307.6,1415.0,,106.0,False
296.6,307.6,1671.0,28.8,108.0,False
296.6,307.7,1556.0,37.7,110.0,False
296.7,307.7,1927.0,23.9,112.0,False
296.7,,1597.0,32.1,114.0,False
,307.8,1627.0,30.5,117.0,True
296.8,307.8,1480.0,39.4,122.0,False
,307.8,1565.0,39.5,124.0,False
296.8,307.8,1573.0,36.4,126.0,False
296.7,307.8,1605.0,31.3,,False
,307.9,1874.0,21.3,130.0,False
296.7,307.9,1424.0,53.8,133.0,True
,307.9,1420.0,50.1,138.0,False
296.8,307.9,1372.0,49.0,140.0,False
296.8,,1664.0,32.8,142.0,False
296.8,307.9,1409.0,44.3,145.0,False
,307.9,,25.2,148.0,False
296.9,,1544.0,40.3,150.0,False
296.9,307.8,1466.0,45.7,153.0,False
,307.8,1394.0,47.7,155.0,False
296.9,307.8,1840.0,24.6,,False
296.9,,1477.0,,160.0,False
296.9,307.8,1425.0,49.1,163.0,False
297.0,307.9,1414.0,46.2,165.0,False
,307.8,1414.0,47.5,168.0,False
297.0,307.9,,31.7,170.0,False
,,1345.0,54.5,172.0,True
296.9,307.7,,35.9,177.0,False
296.8,307.6,1547.0,36.5,179.0,False
296.9,,1656.0,30.8,181.0,True
,307.7,1731.0,28.5,,False
297.0,307.8,,,188.0,False
297.0,,,40.2,190.0,False
297.1,307.9,1420.0,39.8,192.0,True
297.0,307.8,1683.0,32.3,197.0,False
,307.7,1498.0,47.1,199.0,False
297.0,307.8,,56.4,202.0,False
297.0,,1455.0,49.0,204.0,False
296.9,307.8,,,,True
296.9,307.8,,43.9,0.0,False
296.9,,2008.0,17.5,3.0,False
,,1464.0,41.4,6.0,False
,307.7,1447.0,46.4,8.0,False
296.9,307.6,1685.0,32.0,10.0,False
,307.5,,,,False
296.9,307.5,1354.0,44.4,16.0,False
,,2721.0,9.3,18.0,False
,307.6,1680.0,,20.0,False
296.9,307.5,1397.0,48.3,22.0,True
296.9,307.4,1521.0,37.9,27.0,False
296.8,,1472.0,43.9,,False
296.8,307.5,1695.0,,33.0,True
296.7,307.5,1607.0,33.6,38.0,True
296.8,307.5,,54.8,43.0,False
296.7,307.4,1540.0,,45.0,False
296.6,307.4,1389.0,42.7,48.0,False
,307.5,,27.0,,False
296.7,307.6,1540.0,38.6,53.0,False
296.7,307.5,1515.0,,55.0,False
296.6,,1504.0,45.8,58.0,False
296.6,307.5,1557.0,35.1,,False
296.5,307.4,1292.0,52.5,,False
296.5,307.4,1432.0,,,True
296.5,307.4,1350.0,55.6,69.0,False
296.6,307.4,,,72.0,False
,307.3,1540.0,37.4,75.0,True
296.4,307.3,2077.0,,,False
,,1487.0,,83.0,False
296.5,307.4,1523.0,40.7,85.0,False
296.5,,1443.0,41.8,87.0,False
296.5,307.5,1340.0,59.1,89.0,False
,307.7,1654.0,31.0,91.0,True
296.6,307.6,1459.0,40.2,96.0,False
,307.6,1541.0,38.5,98.0,False
296.6,307.7,1386.0,62.3,100.0,True
296.7,307.8,1258.0,,,False
296.7,307.8,1375.0,51.4,,False
,307.9,,30.8,,False
296.7,307.8,1672.0,32.4,113.0,False
296.8,307.9,,25.2,116.0,False
296.7,307.9,1690.0,29.6,,False
296.8,,1413.0,46.5,121.0,False
296.8,307.9,1489.0,,123.0,False
296.8,307.9,1271.0,61.4,125.0,False
,307.9,1418.0,47.9,127.0,False
296.9,307.8,1426.0,,,False
296.9,,1535.0,39.2,133.0,False
296.9,307.8,1557.0,38.1,135.0,False
296.9,307.8,1653.0,29.7,,False
296.9,307.9,,41.6,139.0,False
297.0,307.9,1569.0,33.3,141.0,False
296.9,307.9,1385.0,44.8,144.0,False
297.0,307.9,1635.0,31.6,147.0,False
,307.9,1423.0,43.9,149.0,False
297.0,307.9,1479.0,39.2,151.0,False
297.0,307.9,1296.0,69.1,153.0,False
297.0,307.8,1553.0,33.3,155.0,False
297.0,307.9,,42.2,157.0,False
297.1,308.0,,,159.0,False
297.1,,1348.0,58.0,162.0,False
,308.1,,38.5,164.0,False
297.1,,,50.0,166.0,False
297.0,307.9,,47.7,168.0,False
297.1,307.9,1507.0,,170.0,False
297.0,307.9,1448.0,,172.0,True
296.9,307.9,1626.0,29.9,177.0,False
297.0,307.9,1846.0,27.3,179.0,True
,,1404.0,40.7,,True
297.0,,1583.0,37.2,189.0,False
297.0,307.9,,,191.0,False
297.0,307.8,1609.0,35.6,,False
297.0,307.7,,23.8,195.0,True
297.0,307.8,1316.0,61.2,200.0,False
296.9,307.8,1400.0,57.1,,False
,307.9,1367.0,47.1,,False
297.1,308.1,1754.0,30.3,206.0,False
297.1,308.1,1487.0,34.6,,False
297.1,308.1,1506.0,37.7,210.0,False
297.0,,,52.5,213.0,False
,308.1,1584.0,36.8,215.0,False
,308.1,1355.0,43.7,217.0,False
297.1,308.1,1823.0,24.3,219.0,False
297.0,308.1,,41.4,222.0,True
297.1,308.1,1446.0,36.6,,False
297.1,308.0,1559.0,38.8,,True
297.1,308.1,1352.0,44.4,0.0,False
,308.3,,,,False
297.2,,1429.0,42.0,6.0,False
297.2,308.3,,39.4,9.0,False
297.3,,1398.0,60.4,12.0,False
297.3,308.4,1441.0,43.4,14.0,False
297.3,,1531.0,35.6,16.0,True
297.2,308.3,1379.0,52.1,21.0,False
297.3,308.3,1410.0,48.1,,False
297.3,308.4,1513.0,40.5,,False
297.3,,1497.0,47.5,,False
297.3,308.4,1491.0,46.5,29.0,False
297.3,308.4,,,,False
,308.6,1522.0,38.0,33.0,False
297.3,,1339.0,52.1,,False
297.2,308.3,1794.0,27.5,38.0,False
,308.4,1460.0,42.1,41.0,False
,308.3,1776.0,28.0,43.0,False
297.2,308.3,1431.0,43.7,46.0,False
297.1,308.2,1347.0,50.8,49.0,False
297.0,308.1,1507.0,43.1,51.0,False
297.0,308.0,1408.0,47.9,54.0,False
297.0,307.9,,34.7,57.0,False
,307.9,1441.0,,60.0,False
296.9,307.9,1557.0,36.5,,True
296.9,307.9,1979.0,20.4,68.0,False
296.9,308.0,1430.0,,71.0,False
296.9,308.0,1658.0,41.0,74.0,False
297.0,308.1,1355.0,,76.0,False
,308.1,1410.0,47.6,79.0,True
296.9,,1521.0,34.5,84.0,False
296.8,308.0,,54.5,86.0,False
296.9,308.0,,53.5,,True
297.0,308.1,1573.0,34.9,93.0,False
,308.1,,44.1,96.0,False
297.0,308.1,2540.0,13.3,98.0,True
,308.1,1537.0,39.0,,False
296.9,308.0,1416.0,46.9,105.0,True
296.9,307.9,,56.5,110.0,False
296.8,,1551.0,38.9,112.0,False
296.8,307.8,1694.0,33.0,115.0,False
296.8,307.9,1709.0,28.4,,False
296.9,,1514.0,41.0,120.0,False
297.0,,,43.5,122.0,False
297.0,308.2,,30.7,124.0,False
296.9,308.1,1357.0,41.8,127.0,False
,,1577.0,29.4,,False
,308.3,1399.0,,132.0,False
297.0,308.3,,,135.0,False
,308.3,1492.0,,137.0,False
297.1,308.3,,25.7,139.0,False
297.1,308.3,1492.0,41.5,141.0,True
297.1,308.4,,42.5,146.0,False
297.1,,1422.0,,,False
297.1,,,38.2,150.0,False
297.1,,1304.0,53.5,153.0,False
297.1,308.4,1880.0,23.5,155.0,False
297.2,308.5,1604.0,,158.0,False
297.2,,1500.0,37.1,161.0,False
297.2,308.5,1364.0,55.6,163.0,False
297.2,308.5,2440.0,14.0,166.0,True
297.1,308.4,,,,True
297.1,,,46.6,176.0,True
,,1502.0,37.3,181.0,False
297.1,308.4,1615.0,32.6,184.0,False
297.2,308.5,1482.0,39.3,187.0,True
,308.6,1636.0,31.3,192.0,False
297.1,308.5,1621.0,32.4,194.0,False
297.1,308.4,1468.0,44.4,197.0,False
,308.4,1432.0,,199.0,False
297.1,308.4,1726.0,28.4,,False
,308.4,1588.0,33.4,204.0,False
297.2,308.5,,,207.0,True
297.2,308.5,,42.9,212.0,False
,308.6,1489.0,,214.0,False
297.3,308.7,1467.0,36.8,216.0,False
,308.7,1549.0,36.1,218.0,False
297.4,,1359.0,,220.0,False
297.5,308.8,1533.0,41.5,223.0,False
297.5,308.8,1309.0,57.3,0.0,False
297.5,,1430.0,49.4,2.0,True
297.5,308.9,,50.7,,True
297.5,308.9,1535.0,37.7,12.0,False
297.5,308.9,1466.0,43.0,15.0,False
297.5,,1427.0,50.4,17.0,False
,308.9,1280.0,48.5,19.0,False
297.6,,1528.0,,22.0,False
297.6,309.0,1885.0,25.2,24.0,True
297.8,309.2,,33.0,29.0,True
297.8,309.2,1400.0,56.9,,False
,,2243.0,,,False
297.9,309.4,1558.0,35.7,39.0,False
298.0,309.6,,34.8,41.0,False
298.1,,1549.0,38.7,43.0,False
298.0,309.5,1496.0,45.8,46.0,False
298.1,309.5,1467.0,41.8,,False
298.0,309.4,,65.9,,False
298.0,,,40.5,,True
,309.4,,38.1,58.0,True
298.1,309.4,1397.0,48.2,63.0,False
298.1,309.5,1530.0,40.2,65.0,True
298.1,309.4,1362.0,47.6,70.0,False
298.2,309.4,,,73.0,False
,309.4,1408.0,,,False
298.2,,1398.0,52.9,79.0,False
,309.6,1531.0,40.1,81.0,False
,309.5,1521.0,37.1,84.0,True
298.3,309.5,,54.3,,True
,309.4,1546.0,36.1,94.0,False
298.3,,1356.0,45.4,96.0,False
298.4,,,15.3,98.0,False
298.5,309.6,1492.0,,100.0,False
298.5,309.6,1582.0,40.3,103.0,False
298.5,309.6,1419.0,41.5,105.0,False
298.5,309.6,1441.0,48.2,,False
298.6,309.7,1635.0,32.2,110.0,False
298.6,309.7,,,113.0,False
298.6,309.7,1675.0,28.4,,False
298.7,309.7,1868.0,23.8,118.0,False
298.7,,1582.0,33.4,121.0,True
298.8,309.9,1486.0,40.3,126.0,False
298.7,309.8,,,128.0,False
298.7,309.9,1621.0,34.1,130.0,False
298.8,,1428.0,42.4,132.0,False
298.7,,1343.0,53.6,134.0,False
298.7,309.9,1458.0,40.2,137.0,False
,309.8,1322.0,57.0,140.0,False
298.7,309.9,1483.0,32.8,142.0,False
298.6,309.8,1505.0,,144.0,False
298.7,309.9,1593.0,42.5,146.0,False
,310.0,2098.0,19.6,148.0,False
298.8,310.0,1672.0,,150.0,False
298.8,,1487.0,41.4,,False
298.8,,1423.0,42.1,154.0,False
298.9,,,,156.0,False
298.9,310.2,,31.1,158.0,False
298.9,310.2,1498.0,50.2,160.0,False
,310.1,1587.0,30.2,162.0,False
298.9,310.1,1473.0,42.6,164.0,False
,310.2,1359.0,,166.0,False
299.0,,1635.0,,168.0,False
299.0,,,45.0,171.0,False
299.0,310.3,1507.0,36.7,173.0,False
299.0,310.3,1428.0,46.3,175.0,False
299.0,310.3,1582.0,33.3,177.0,False
299.0,310.3,,,180.0,False
299.0,310.3,1540.0,,,False
298.9,310.2,1362.0,53.0,,False
298.9,,,49.9,187.0,True
298.9,310.1,1361.0,51.7,,False
298.8,,1243.0,74.5,194.0,False
298.8,310.1,1567.0,36.8,197.0,True
298.9,310.2,1411.0,46.5,202.0,False
298.8,310.2,1814.0,,204.0,False
298.8,310.1,1719.0,28.8,206.0,False
,310.2,1663.0,30.4,209.0,True
298.9,310.2,1696.0,30.2,214.0,False
298.9,310.2,1771.0,,216.0,True
,310.3,,24.0,221.0,False
299.0,310.3,,35.4,223.0,False
299.0,310.4,1365.0,49.1,226.0,False
299.0,310.4,1371.0,53.8,228.0,False
,310.3,1583.0,32.6,230.0,False
298.7,310.2,1613.0,,,True
,,1721.0,,5.0,False
298.6,310.2,,,7.0,False
298.6,,1569.0,36.3,,False
,310.2,,50.5,,False
298.6,310.1,1596.0,33.0,15.0,False
298.5,310.2,1676.0,32.7,,False
298.5,310.1,1809.0,28.9,20.0,False
,310.0,1804.0,26.1,22.0,False
298.6,310.1,1533.0,33.9,24.0,False
298.7,,,27.3,26.0,False
,310.2,,45.5,,False
298.7,310.2,1402.0,45.9,,False
298.7,310.2,1436.0,47.5,32.0,False
298.7,310.2,1525.0,43.7,34.0,False
298.7,310.2,1598.0,33.3,36.0,False
,310.1,1444.0,48.1,39.0,False
,310.0,,48.0,42.0,False
298.6,310.0,,,44.0,False
298.6,,,37.4,,False
,309.9,1461.0,45.7,49.0,False
,310.1,1693.0,31.9,51.0,False
,310.2,1404.0,50.3,54.0,False
,,1707.0,27.6,56.0,True
298.6,310.1,1458.0,41.9,,False
298.6,310.0,1517.0,,64.0,False
,310.1,1433.0,,66.0,False
298.7,310.2,,33.1,68.0,False
298.7,310.1,,33.5,,False
298.7,,1368.0,56.8,72.0,False
298.8,310.2,,37.5,75.0,False
298.8,310.3,1708.0,27.1,78.0,True
298.7,310.3,,41.5,83.0,False
298.7,310.3,1451.0,40.0,86.0,False
298.7,310.3,,38.7,88.0,False
298.8,310.3,1573.0,41.8,91.0,False
298.8,,1366.0,,94.0,False
298.8,310.3,1553.0,36.8,,False
298.8,,1528.0,,99.0,False
298.8,,1527.0,,102.0,False
298.8,310.2,1461.0,46.7,105.0,False
298.8,310.2,,44.9,107.0,True
298.7,310.1,,34.8,,False
,310.1,1786.0,27.7,114.0,False
298.8,,1583.0,35.7,116.0,False
,310.1,1653.0,30.3,,False
298.9,310.2,,49.0,121.0,False
298.9,,1484.0,43.8,124.0,False
298.9,310.2,1603.0,,126.0,False
298.9,,1445.0,40.0,129.0,False
,310.1,1823.0,26.1,131.0,False
298.9,310.1,1491.0,45.3,133.0,True
298.9,310.2,,42.8,138.0,False
,,1409.0,54.8,140.0,False
298.9,310.2,2737.0,8.8,142.0,False
299.0,,1494.0,,144.0,False
,,,33.3,147.0,False
299.1,,1527.0,44.0,149.0,False
299.1,310.4,1452.0,39.7,,False
,310.3,1483.0,39.2,153.0,False
299.1,310.2,1569.0,38.2,155.0,False
299.1,,1472.0,46.6,157.0,False
299.0,310.2,1533.0,43.5,159.0,False
,310.1,1366.0,62.7,,True
,310.2,1532.0,37.7,166.0,True
298.9,310.1,,56.8,171.0,False
